ID,window,window_starts,window_ends,method,period,power,lsp_p_value,sig_level,ofac,MESOR,amplitude,amplitude_se,acrophase,acrophase_se,phase_hours,phase_hours_se,adj_r_squared,cosinor_p_value,cos_coeff,sin_coeff,period_hours,autocorrelation_power,peak_lags,peaks,rythm_strength,from,to,alpha
IND 24,1,2020-08-26T00:00:00Z,2020-09-01T00:00:00Z,lomb_scargle,23.414634146341463,30.26376646324948,4.624334889354094e-13,6.462423046514936,60,0.004763995697507733,0.5645332407872102,0.09618442386964114,2.5576387582693023,0.00481860949535617,9.53118090197799,0.01795681217597216,0.41894310362689624,6.733802523929865e-18,-0.470984035485797,0.31124237865564497,NA,NA,NA,NA,NA,18,30,0.01
IND 24,1,2020-08-26T00:00:00Z,2020-09-01T00:00:00Z,autocorrelation,23.5,NA,NA,NA,NA,0.004312122612706086,0.5628054994252134,0.09662022307527277,2.484383986398674,0.0054955249124454385,9.291946811381882,0.020554038935458152,0.4168482891656903,8.694124449022015e-18,-0.44557343178659503,0.3438231334119048,23.5 hours,0.6226169181525405,47,0.6226169181525405,3.815420104982187,18,30,0.01
IND 3,1,2020-08-26T00:00:00Z,2020-09-01T00:00:00Z,lomb_scargle,22.917771883289124,13.249742087174312,1.1327815820466575e-5,6.462423046514936,60,2.802164266763553e-4,0.07280223012927692,0.17369841448520168,2.728801302003305,0.0055995176604534316,9.95323911307756,0.02042411008506846,0.17613068233208007,3.9325738850954153e-7,-0.06668717714589499,0.02920590892453473,NA,NA,NA,NA,NA,18,30,0.01
IND 3,1,2020-08-26T00:00:00Z,2020-09-01T00:00:00Z,autocorrelation,22,NA,NA,NA,NA,7.306167169582992e-4,0.06499479656720765,0.19708461518901887,3.7129868731857156,0.010312956242110243,13.000684719062194,0.036109875204089766,0.14297359495401807,6.4762545346327935e-6,-0.054670229595744864,-0.03514953167200452,22 hours,0.038538222614053416,44,0.038538222614053416,0.23616369084258332,18,30,0.01
IND 4,1,2020-08-26T00:00:00Z,2020-09-01T00:00:00Z,lomb_scargle,23.999999999999996,15.124175139317757,1.738161987490453e-6,6.462423046514936,60,0.001572953967372903,0.302750213234479,0.1623208113071029,2.1920703302056763,0.019491166450744703,8.373091887775598,0.07445077169431039,0.19925193083736126,5.211280157686075e-8,-0.1762222927381181,0.24617756834375362,NA,NA,NA,NA,NA,18,30,0.01
IND 4,1,2020-08-26T00:00:00Z,2020-09-01T00:00:00Z,autocorrelation,24.5,NA,NA,NA,NA,1.022310023852834e-5,0.2958244519755961,0.16553398275653058,1.648686159384259,0.028002463420603016,6.428715520893332,0.10918989656740438,0.19316768621073932,8.919666948567076e-8,-0.023018425758465636,0.29492754781855113,24.5 hours,0.20502252444968946,49,0.20502252444968946,1.256385811167273,18,30,0.01
IND 6,1,2020-08-26T00:00:00Z,2020-09-01T00:00:00Z,lomb_scargle,25.56213017751479,4.464659441444704,0.07176290816371067,6.462423046514936,60,0.0030941740941015463,0.059651109206421034,0.3196409220352306,5.04583666619569,0.08954435338813613,20.52817598239346,0.3642968185823554,0.050335408361269596,0.009467230450171808,0.01952397225231065,-0.05636549775392188,NA,NA,NA,NA,NA,18,30,0.01
IND 6,1,2020-08-26T00:00:00Z,2020-09-01T00:00:00Z,autocorrelation,29,NA,NA,NA,NA,3.7526824696225647e-4,0.03963587138100194,0.4878978176252116,4.323307796292923,0.20253405724417847,19.954198382344682,0.934794594291169,0.01505393673479527,0.1261883815724868,-0.015035409364160812,-0.03667340678725436,29 hours,0.093574578599445,58,0.093574578599445,0.5734285691480154,18,30,0.01
IND 9,1,2020-08-26T00:00:00Z,2020-09-01T00:00:00Z,lomb_scargle,21.49253731343283,4.44420358669948,0.07319882202068917,6.462423046514936,60,-2.4242086120421092e-4,0.009985685330653691,0.331392688139429,3.3946216411133534,0.006634015617599965,11.611790631616019,0.02269260275297625,0.04773612318599507,0.011494882343624386,-0.009667727075663716,-0.0024997929340869456,NA,NA,NA,NA,NA,18,30,0.01
IND 9,1,2020-08-26T00:00:00Z,2020-09-01T00:00:00Z,autocorrelation,21.5,NA,NA,NA,NA,-2.43157538446179e-4,0.00998401156432174,0.3314067001862164,3.390207007707277,0.0064044151724060765,11.600716372700022,0.021914828144474947,0.04772352811150149,0.011505681936165527,-0.009677046197033152,-0.0024566773937569485,21.5 hours,0.1560377503928367,43,0.1560377503928367,0.956205256599149,18,30,0.01
mean,1,2020-08-26T00:00:00Z,2020-09-01T00:00:00Z,lomb_scargle,23.414634146341463,26.505763863837224,1.9821160107116907e-11,6.462423046514936,60,2.68441630261264e-5,0.08994196601752906,0.10790151001001581,2.245043813942527,0.007405563785868085,8.366278722657588,0.027597239014319673,0.3627616586929694,4.722481951276305e-15,-0.05615163713012104,0.07026059278646576,NA,NA,NA,NA,NA,18,30,0.01
mean,1,2020-08-26T00:00:00Z,2020-09-01T00:00:00Z,autocorrelation,23.5,NA,NA,NA,NA,1.24536191705653e-5,0.08966185573720571,0.10845636949019863,2.1601776238268626,0.008342495209088217,8.0793692495309255,0.031202109730800853,0.3610048157771364,5.7420114708835e-15,-0.04983825657946562,0.07453453263661644,23.5 hours,0.3365889092668638,47,0.3365889092668638,2.062629610742737,18,30,0.01
